,m,n,kernel,n_iter,training_time
56,980,6,1,812,0.03830989659999773
57,980,6,0,859,0.03013381580000214
58,980,3,1,728,0.038018659799996614
59,980,3,0,730,0.028764981599994143
60,970,30,1,895,0.04259938540000121
61,970,30,0,54335,0.08771063060001438
62,970,27,1,879,0.04169720260000531
63,970,27,0,40177,0.07680666079999696
64,970,24,1,865,0.039374180200007915
65,970,24,0,18962,0.06671040539999921
66,970,21,1,810,0.04022209600000224
67,970,21,0,15914,0.062252762199995
68,970,18,1,862,0.03916499580000732
69,970,18,0,23835,0.056810579600011124
70,970,15,1,924,0.03918525139999929
71,970,15,0,22684,0.053826425400001196
72,970,12,1,821,0.03705198019998761
73,970,12,0,14276,0.045565143199996785
74,970,9,1,852,0.038794446199989355
75,970,9,0,1747,0.03552958339999464
76,970,6,1,846,0.03735188919999928
77,970,6,0,4020,0.03541665760000114
78,970,3,1,758,0.036705469799994714
79,970,3,0,635,0.02869338600000333
80,960,30,1,853,0.04206557380000504
81,960,30,0,63008,0.08992434520000074
82,960,27,1,829,0.04089595019999592
83,960,27,0,34162,0.07463725239999804
84,960,24,1,794,0.04000022599999511
85,960,24,0,31346,0.0685828582000056
86,960,21,1,857,0.039433878199997704
87,960,21,0,30132,0.06405695200000423
88,960,18,1,830,0.03913523620000205
89,960,18,0,11349,0.05408252139999945
90,960,15,1,903,0.03876445480000257
91,960,15,0,11979,0.04895608000000493
92,960,12,1,794,0.03511040520000961
93,960,12,0,18574,0.04513336379999942
94,960,9,1,836,0.03662451379999539
95,960,9,0,4909,0.03831524820000141
96,960,6,1,668,0.036295437400002586
97,960,6,0,1346,0.031740060799995716
98,960,3,1,780,0.035785124200009476
99,960,3,0,2429,0.030514246400002776
100,950,30,1,848,0.04098012339999855
101,950,30,0,69680,0.09039452100000175
102,950,27,1,822,0.04267828440000017
103,950,27,0,36143,0.08029364880000003
104,950,24,1,780,0.04094928879999884
105,950,24,0,27776,0.06844661200000815
106,950,21,1,881,0.04274431819999904
107,950,21,0,23040,0.07020737660000691
108,950,18,1,820,0.03976379840000277
109,950,18,0,11774,0.05658911540000418
110,950,15,1,870,0.03852110299999367
111,950,15,0,13246,0.052609728200002336
112,950,12,1,849,0.036227690399999804
113,950,12,0,16944,0.05058486059999723
114,950,9,1,851,0.03685065340000051
115,950,9,0,5804,0.038053005600011146
116,950,6,1,714,0.03522867240000664
117,950,6,0,1203,0.03168045140000686
118,950,3,1,769,0.034539928799995324
119,950,3,0,750,0.02827466260000051
120,940,30,1,838,0.04091830020000202
121,940,30,0,21169,0.07614354979999689
122,940,27,1,857,0.04030496899999889
123,940,27,0,46206,0.07822618439999474
124,940,24,1,805,0.03739906940000424
125,940,24,0,28459,0.06287060740000357
126,940,21,1,800,0.038594376199995395
127,940,21,0,24613,0.06480283880000001
128,940,18,1,785,0.03783581680000907
129,940,18,0,9091,0.05356805300000929
130,940,15,1,797,0.03844057640000642
131,940,15,0,6911,0.04712957680000045
132,940,12,1,856,0.03542135299999245
133,940,12,0,10283,0.04336631119998628
134,940,9,1,796,0.035774358600002644
135,940,9,0,11618,0.03963779120000481
136,940,6,1,962,0.0361224945999993
137,940,6,0,3651,0.03696685580000576
138,940,3,1,806,0.037404635399997235
139,940,3,0,735,0.029913282199999003
140,930,30,1,861,0.04136550339999871
141,930,30,0,56809,0.0847062563999998
142,930,27,1,767,0.03853871320000053
143,930,27,0,29336,0.07020679840000525
144,930,24,1,840,0.03561955860000125
145,930,24,0,61777,0.08395554200000106
146,930,21,1,890,0.04615878900000325
147,930,21,0,22686,0.06407143240000437
148,930,18,1,903,0.03814529059999359
149,930,18,0,29504,0.05571938539999337
150,930,15,1,862,0.03925475879999567
151,930,15,0,15757,0.050976892799991444
152,930,12,1,876,0.034496852200004466
153,930,12,0,8359,0.0420383220000133
154,930,9,1,814,0.03567351240000107
155,930,9,0,8451,0.03750120200000993
156,930,6,1,801,0.03931284340000048
157,930,6,0,909,0.028109435800001848
158,930,3,1,638,0.03385990219999826
159,930,3,0,621,0.02645750059999159
160,920,30,1,794,0.03870888359999754
161,920,30,0,66318,0.08470363839999209
162,920,27,1,828,0.038847362000007025
163,920,27,0,44239,0.07420409119999931
164,920,24,1,856,0.035363428200003
165,920,24,0,19370,0.0610070614000108
166,920,21,1,920,0.037684479599994346
167,920,21,0,17986,0.05637905700000374
168,920,18,1,809,0.03597251720000827
169,920,18,0,59021,0.060767847400001074
170,920,15,1,835,0.03526840139999763
171,920,15,0,10494,0.046876924600002215
172,920,12,1,845,0.033829080599997494
173,920,12,0,5979,0.040226125799995315
174,920,9,1,782,0.035145324799998434
175,920,9,0,3913,0.03628894480000326
176,920,6,1,862,0.03366110779999758
177,920,6,0,867,0.027214783200003013
178,920,3,1,791,0.033714626799991265
179,920,3,0,1136,0.026989771600000267
180,910,30,1,862,0.037742173200001616
181,910,30,0,88227,0.09514474960000144
182,910,27,1,797,0.04099194920000286
183,910,27,0,79151,0.09276261939999131
184,910,24,1,850,0.03624881479999544
185,910,24,0,31224,0.06951324619999469
186,910,21,1,834,0.039220054199995504
187,910,21,0,31156,0.06553473100000247
188,910,18,1,770,0.03522221839999133
189,910,18,0,21628,0.05189647259999788
190,910,15,1,933,0.03805309760000455
191,910,15,0,18720,0.049335878800008004
192,910,12,1,860,0.033684071199996876
193,910,12,0,16689,0.0425829725999904
194,910,9,1,848,0.035729206600007044
195,910,9,0,9918,0.03856791759999965
196,910,6,1,811,0.032396046399998116
197,910,6,0,3165,0.031197368399995186
198,910,3,1,577,0.031036907799995107
199,910,3,0,1669,0.025828248599992776
200,900,30,1,816,0.037850834199997505
201,900,30,0,32004,0.07444334499999172
202,900,27,1,828,0.0363604051999971
203,900,27,0,56143,0.07701295260000052
204,900,24,1,770,0.04223377580000261
205,900,24,0,28042,0.06949462419999577
206,900,21,1,808,0.04218632000001321
207,900,21,0,32369,0.06626466580000283
208,900,18,1,828,0.03511962580000159
209,900,18,0,31377,0.06163253880000639
210,900,15,1,765,0.038087056199998415
211,900,15,0,20420,0.05197978220000436
212,900,12,1,875,0.034344783000005916
213,900,12,0,10358,0.03931845619999876
214,900,9,1,922,0.03289771100000394
215,900,9,0,3143,0.03381075459999465
216,900,6,1,833,0.031642041600002814
217,900,6,0,4156,0.02989303259999474
218,900,3,1,683,0.0303032002000009
219,900,3,0,887,0.02464202620000151
220,890,30,1,798,0.03713754099999846
221,890,30,0,46675,0.07350975779999658
222,890,27,1,826,0.03425533099999711
223,890,27,0,28121,0.06548164559998781
224,890,24,1,822,0.031601422799997184
225,890,24,0,33919,0.06013392540000382
226,890,21,1,729,0.03262946780000675
227,890,21,0,30530,0.056770247199995086
228,890,18,1,765,0.03373995320000631
229,890,18,0,25320,0.05119489720000274
230,890,15,1,822,0.03293118220000224
231,890,15,0,8033,0.045360277199989696
232,890,12,1,809,0.030776789199995845
233,890,12,0,9402,0.0375291463999929
234,890,9,1,751,0.032062382000003706
235,890,9,0,4828,0.03308222180000371
236,890,6,1,709,0.03134792300000413
237,890,6,0,2710,0.030825980399993114
238,890,3,1,586,0.030281302599996708
239,890,3,0,1638,0.024760737800005473
240,880,30,1,816,0.04219808699999703
241,880,30,0,42157,0.07665396399999054
242,880,27,1,801,0.03364389679999817
243,880,27,0,43766,0.06720590639999954
244,880,24,1,748,0.03376848279999649
245,880,24,0,45415,0.06204159839999761
246,880,21,1,841,0.0337190325999984
247,880,21,0,37012,0.05553482839999333
248,880,18,1,792,0.03670364399999926
249,880,18,0,11570,0.04933771859999751
250,880,15,1,806,0.031759395599993925
251,880,15,0,2521,0.03542093099999875
252,880,12,1,792,0.030166211799996744
253,880,12,0,15909,0.03871387459999483
254,880,9,1,773,0.03420432159999791
255,880,9,0,6662,0.03172710200000779
256,880,6,1,761,0.03054687319999516
257,880,6,0,3626,0.029200006400009214
258,880,3,1,666,0.029018963000004304
259,880,3,0,1358,0.02340197219999709
260,870,30,1,838,0.032590364999992974
261,870,30,0,43902,0.06913871480000466
262,870,27,1,748,0.032949925399998393
263,870,27,0,43838,0.07051808779999078
264,870,24,1,836,0.037019660400005705
265,870,24,0,45999,0.07610203520000028
266,870,21,1,730,0.03360915320000117
267,870,21,0,19062,0.05100611740000431
268,870,18,1,798,0.030512547600005747
269,870,18,0,18300,0.04614095900000166
270,870,15,1,765,0.031204648200002794
271,870,15,0,18038,0.04283695060000241
272,870,12,1,796,0.0334584370000016
273,870,12,0,8427,0.03580846399999586
274,870,9,1,774,0.02983985879999409
275,870,9,0,2972,0.031359934400001066
276,870,6,1,729,0.02901955359999988
277,870,6,0,2209,0.033366878399999675
278,870,3,1,821,0.028864277799999626
279,870,3,0,788,0.022190536399995152
280,860,30,1,718,0.03303988819999404
281,860,30,0,41554,0.08881375700000263
282,860,27,1,757,0.042773619600001214
283,860,27,0,34060,0.06747867179999503
284,860,24,1,709,0.028758888400005844
285,860,24,0,27903,0.058469923600000584
286,860,21,1,753,0.031229649199997312
287,860,21,0,30149,0.052588154000005716
288,860,18,1,790,0.02995586099999059
289,860,18,0,26875,0.04614375339999697
290,860,15,1,772,0.029676698999992368
291,860,15,0,24606,0.04282705620000229
292,860,12,1,788,0.02718623819999948
293,860,12,0,13418,0.03500946579999322
294,860,9,1,794,0.029483091399998784
295,860,9,0,1390,0.025745105799995827
296,860,6,1,724,0.028672507000004545
297,860,6,0,2670,0.027207811000005223
298,860,3,1,579,0.027273987200004512
299,860,3,0,1060,0.022207671400008167
300,850,30,1,722,0.03498408000000382
301,850,30,0,51373,0.08230074979999244
302,850,27,1,782,0.03791028019999772
303,850,27,0,27862,0.06949166539999965
304,850,24,1,733,0.029267781800001558
305,850,24,0,21281,0.05391715179999892
306,850,21,1,875,0.03190612559999408
307,850,21,0,25105,0.050366563000000045
308,850,18,1,796,0.030899281200001384
309,850,18,0,12241,0.043646063200003485
310,850,15,1,792,0.030474789599998074
311,850,15,0,8252,0.03738544699999977
312,850,12,1,823,0.02818090759999734
313,850,12,0,9632,0.033591298600001096
314,850,9,1,743,0.029267526800001064
315,850,9,0,4418,0.03045301080000229
316,850,6,1,838,0.029057100400001444
317,850,6,0,817,0.02242600859999868
318,850,3,1,775,0.029257215999999177
319,850,3,0,498,0.022567987800005084
320,840,30,1,722,0.031749886400001516
321,840,30,0,48356,0.06950924980000081
322,840,27,1,705,0.03105504020000751
323,840,27,0,61354,0.07047603159999767
324,840,24,1,735,0.03020138999999915
325,840,24,0,49559,0.07102149599999734
326,840,21,1,783,0.04129442519999316
327,840,21,0,27561,0.07318939840000098
328,840,18,1,783,0.031969346600001815
329,840,18,0,8728,0.04236547980000012
330,840,15,1,730,0.028916944599995987
331,840,15,0,14342,0.03882276740000634
332,840,12,1,775,0.026627554000003783
333,840,12,0,12472,0.036916929199998096
334,840,9,1,804,0.027651526200000377
335,840,9,0,5992,0.03193927280000537
336,840,6,1,777,0.02761593639999944
337,840,6,0,3489,0.026857226999999283
338,840,3,1,815,0.02657170680000718
339,840,3,0,2510,0.023728058199998257
340,830,30,1,683,0.029849526200004563
341,830,30,0,94934,0.0812903499999976
342,830,27,1,740,0.029390026999999465
343,830,27,0,26854,0.05673108019999802
344,830,24,1,760,0.027092720200002418
345,830,24,0,12135,0.04734827359999656
346,830,21,1,716,0.029528259999997884
347,830,21,0,13863,0.04669099139999844
348,830,18,1,743,0.02770887559999835
349,830,18,0,13398,0.041953498200001604
350,830,15,1,716,0.027891497799998888
351,830,15,0,11942,0.03859352019999847
352,830,12,1,756,0.025684837600002196
353,830,12,0,16310,0.03467637220000199
354,830,9,1,769,0.027585590999999
355,830,9,0,7048,0.030703850999998394
356,830,6,1,786,0.026424086999998053
357,830,6,0,1993,0.025835045400000922
358,830,3,1,752,0.026468622799995956
359,830,3,0,670,0.021988759199999208
360,820,30,1,718,0.030255906400003595
361,820,30,0,79037,0.07538990239999635
362,820,27,1,776,0.02874188879999906
363,820,27,0,67922,0.06889679699999932
364,820,24,1,763,0.02649644960000046
365,820,24,0,47243,0.05801833880000231
366,820,21,1,784,0.02840148220000458
367,820,21,0,33137,0.04903123039999855
368,820,18,1,791,0.028580494599998472
369,820,18,0,11430,0.040087904400002115
370,820,15,1,722,0.02725384740000152
371,820,15,0,9217,0.03697622719999742
372,820,12,1,702,0.025359909799999514
373,820,12,0,6123,0.030937591999995108
374,820,9,1,746,0.027370206399999118
375,820,9,0,4554,0.02883754240000087
376,820,6,1,725,0.025807420199993204
377,820,6,0,826,0.02374252480000223
378,820,3,1,554,0.025274135200001525
379,820,3,0,786,0.021899525599994262
380,810,30,1,742,0.028476438400002736
381,810,30,0,21902,0.05518921400000352
382,810,27,1,761,0.027980175599995504
383,810,27,0,37139,0.05751859380000326
384,810,24,1,780,0.027396026199997436
385,810,24,0,40290,0.053801586400001614
386,810,21,1,761,0.02768817979999767
387,810,21,0,21438,0.04591417480000075
388,810,18,1,722,0.027290460000000395
389,810,18,0,13731,0.0422415548000032
390,810,15,1,709,0.02684553880000067
391,810,15,0,7338,0.03413603280000075
392,810,12,1,744,0.02500367620000077
393,810,12,0,8125,0.031136247199995637
394,810,9,1,755,0.025363634799995795
395,810,9,0,9266,0.02990270720000012
396,810,6,1,695,0.025726796200001446
397,810,6,0,2100,0.02520238319999919
398,810,3,1,491,0.024376490800000282
399,810,3,0,1772,0.022300636800000006
400,800,30,1,720,0.03112627119999729
401,800,30,0,23247,0.06604422479999528
402,800,27,1,687,0.032206633200001986
403,800,27,0,18247,0.05910019679999436
404,800,24,1,777,0.03176639879999641
405,800,24,0,32780,0.05535449879999703
406,800,21,1,745,0.0316856850000022
407,800,21,0,22941,0.056175938799995606
408,800,18,1,747,0.03227917319999847
409,800,18,0,11847,0.038567564800001716
410,800,15,1,687,0.027964489999996546
411,800,15,0,19041,0.036893051399994194
412,800,12,1,667,0.025212595399997893
413,800,12,0,19356,0.0330494280000039
414,800,9,1,748,0.025880882999996403
415,800,9,0,9118,0.029459857400001965
416,800,6,1,621,0.024366539200002535
417,800,6,0,2879,0.024394460799993568
418,800,3,1,665,0.024514418999996224
419,800,3,0,630,0.020402598200001877
420,790,30,1,698,0.03386988300000269
421,790,30,0,65733,0.08123606320000079
422,790,27,1,716,0.031032969199995365
423,790,27,0,45270,0.06863636380000174
424,790,24,1,718,0.03659285580000073
425,790,24,0,20862,0.054645450200001736
426,790,21,1,751,0.027023468400000184
427,790,21,0,21909,0.05785476479999545
428,790,18,1,728,0.04417715080000164
429,790,18,0,13296,0.06767249040000252
430,790,15,1,777,0.0323021950000026
431,790,15,0,12444,0.045114003000003323
432,790,12,1,663,0.02467253819999655
433,790,12,0,15466,0.035984661599997025
434,790,9,1,724,0.025060161999999764
435,790,9,0,4097,0.0274231876000016
436,790,6,1,679,0.02921435259999896
437,790,6,0,4460,0.02681246379999891
438,790,3,1,609,0.02633519179999837
439,790,3,0,664,0.023223083599995677
440,780,30,1,700,0.03423034920000134
441,780,30,0,45834,0.086730923799999
442,780,27,1,702,0.026788813800001775
443,780,27,0,29932,0.051402639399995564
444,780,24,1,707,0.02485941000000196
445,780,24,0,44396,0.05932850620000352
446,780,21,1,725,0.02558756279999841
447,780,21,0,21046,0.04322002200000554
448,780,18,1,683,0.02524808380000252
449,780,18,0,15196,0.04139054940000051
450,780,15,1,655,0.024962519199999634
451,780,15,0,15089,0.03484646779999991
452,780,12,1,731,0.023241188200000807
453,780,12,0,15783,0.036442567800000346
454,780,9,1,807,0.02521652059999724
455,780,9,0,1358,0.02258892899999978
456,780,6,1,659,0.023294767600003752
457,780,6,0,2596,0.022802674000001844
458,780,3,1,706,0.02350331659999938
459,780,3,0,1043,0.019511080799998127
460,770,30,1,661,0.02793336379999971
461,770,30,0,84571,0.07347181320000402
462,770,27,1,684,0.02660468399999729
463,770,27,0,27373,0.04980379780000419
464,770,24,1,730,0.024523407200001658
465,770,24,0,24597,0.0496907479999976
466,770,21,1,652,0.026018300999999154
467,770,21,0,22205,0.04495289839999543
468,770,18,1,669,0.029093164599999
469,770,18,0,13051,0.038768700199997855
470,770,15,1,732,0.025388367600001516
471,770,15,0,7495,0.033538829600001915
472,770,12,1,672,0.02301888459999759
473,770,12,0,11638,0.02846702219999884
474,770,9,1,725,0.024004017200005022
475,770,9,0,6113,0.02807869600000288
476,770,6,1,657,0.023001515000001405
477,770,6,0,1962,0.02272958240000378
478,770,3,1,651,0.02280790479999837
479,770,3,0,515,0.01851916639999729
480,760,30,1,684,0.02672650499999918
481,760,30,0,45498,0.06271054880000407
482,760,27,1,682,0.025324691399995915
483,760,27,0,34156,0.05118302639999968
484,760,24,1,691,0.023314530800001877
485,760,24,0,26350,0.04560342939999771
486,760,21,1,760,0.025574956599999154
487,760,21,0,24178,0.04572621399999548
488,760,18,1,710,0.024995591800001195
489,760,18,0,9396,0.03731465860000185
490,760,15,1,801,0.029196617000002333
491,760,15,0,21524,0.03396580640000195
492,760,12,1,670,0.02200576359999786
493,760,12,0,6691,0.02713722140000243
494,760,9,1,657,0.022681013199994028
495,760,9,0,1723,0.02368005919999803
496,760,6,1,767,0.022534047399997804
497,760,6,0,797,0.02000119820000066
498,760,3,1,506,0.02142165879999709
499,760,3,0,1080,0.01861416479999889
500,750,30,1,633,0.02528104459999838
501,750,30,0,39851,0.05386069580000026
502,750,27,1,683,0.02402821360000189
503,750,27,0,31937,0.05034326599999872
504,750,24,1,660,0.022524240999996437
505,750,24,0,33982,0.04673278420000315
506,750,21,1,662,0.023112787599998796
507,750,21,0,43459,0.04633277620000058
508,750,18,1,700,0.022782278400003974
509,750,18,0,12533,0.03396373180000012
510,750,15,1,695,0.022928772599996705
511,750,15,0,7522,0.030495397400000002
512,750,12,1,681,0.0218372836000043
513,750,12,0,1404,0.021663749800003983
514,750,9,1,760,0.022925765800002294
515,750,9,0,9032,0.02508326479999994
516,750,6,1,601,0.021694019199998138
517,750,6,0,5115,0.021745110599991336
518,750,3,1,574,0.020987721799997416
519,750,3,0,560,0.01683043019999957
520,740,30,1,654,0.023829425000005244
521,740,30,0,43775,0.054445311199998514
522,740,27,1,645,0.02304928079999513
523,740,27,0,44741,0.051470774800003484
524,740,24,1,648,0.02158609979999824
525,740,24,0,38641,0.045966832199999884
526,740,21,1,687,0.022254641000000675
527,740,21,0,31195,0.042249346999997786
528,740,18,1,662,0.022071768000000703
529,740,18,0,6882,0.03170476499999779
530,740,15,1,645,0.02244381620000411
531,740,15,0,14291,0.031823595999998136
532,740,12,1,667,0.02026298780000104
533,740,12,0,13704,0.02656161620000148
534,740,9,1,581,0.02179957399999637
535,740,9,0,1765,0.022222394400000667
536,740,6,1,682,0.0208270175999985
537,740,6,0,5373,0.021083419400002867
538,740,3,1,604,0.020488827200003355
539,740,3,0,455,0.01619702199999722
540,730,30,1,663,0.02342932940000537
541,730,30,0,34687,0.05127904140000226
542,730,27,1,618,0.023078083999996578
543,730,27,0,49840,0.052003801200001476
544,730,24,1,735,0.02205864439999914
545,730,24,0,23690,0.04126972340000066
546,730,21,1,663,0.02192896099999757
547,730,21,0,17058,0.03696684039999809
548,730,18,1,685,0.021281100199999514
549,730,18,0,30043,0.03604624179999973
550,730,15,1,664,0.022021180400003004
551,730,15,0,13323,0.030483340800000747
552,730,12,1,702,0.02093581560000075
553,730,12,0,13640,0.02777900060000036
554,730,9,1,634,0.02114542820000338
555,730,9,0,5516,0.023695915400000444
556,730,6,1,611,0.020889147400001206
557,730,6,0,2906,0.0200028055999951
558,730,3,1,596,0.01999508520000006
559,730,3,0,1162,0.017273453999999334
560,720,30,1,659,0.022474449200001346
561,720,30,0,70111,0.06197354260000339
562,720,27,1,692,0.02208405560000415
563,720,27,0,33191,0.04688707280000415
564,720,24,1,677,0.0206507318000007
565,720,24,0,20632,0.040128019200000156
566,720,21,1,636,0.021885576000002516
567,720,21,0,42035,0.042479406000001066
568,720,18,1,645,0.021086888600007115
569,720,18,0,10506,0.030857393399998045
570,720,15,1,628,0.021604564399999047
571,720,15,0,19130,0.03126784459999499
572,720,12,1,652,0.019743222000002447
573,720,12,0,7291,0.0246019801999978
574,720,9,1,564,0.02077839379999773
575,720,9,0,2678,0.021018617999996537
576,720,6,1,605,0.020736223200000837
577,720,6,0,2608,0.02057744199999547
578,720,3,1,508,0.019417587999998886
579,720,3,0,411,0.01569112220000477
580,710,30,1,662,0.0218862965999989
581,710,30,0,23364,0.04607796880000024
582,710,27,1,661,0.021880428600002232
583,710,27,0,27555,0.04301957120000281
584,710,24,1,640,0.019872880399998395
585,710,24,0,11797,0.034714099999999345
586,710,21,1,662,0.02110059240000055
587,710,21,0,31074,0.03975258639999879
588,710,18,1,640,0.020356497199998103
589,710,18,0,12228,0.031066676599996866
590,710,15,1,646,0.021014293199999656
591,710,15,0,19494,0.0317334169999981
592,710,12,1,643,0.021776104599996415
593,710,12,0,6587,0.02680022740000254
594,710,9,1,716,0.020199833799998144
595,710,9,0,3680,0.02142909859999804
596,710,6,1,625,0.02016901079999798
597,710,6,0,881,0.023492284799999652
598,710,3,1,635,0.023991530999998643
599,710,3,0,461,0.02254134419999332
600,700,30,1,585,0.02212613219999753
601,700,30,0,15445,0.04179807040000583
602,700,27,1,621,0.020837137999998846
603,700,27,0,51462,0.04825560239999902
604,700,24,1,643,0.02051838280000311
605,700,24,0,22261,0.03840485139999998
606,700,21,1,632,0.021358835399993836
607,700,21,0,17468,0.03545560960000103
608,700,18,1,595,0.02037512939999715
609,700,18,0,15844,0.03189600059999975
610,700,15,1,620,0.02099194379999858
611,700,15,0,9637,0.027661963799999967
612,700,12,1,612,0.018368753800001515
613,700,12,0,16564,0.02637274420000324
614,700,9,1,705,0.02027242760000263
615,700,9,0,2840,0.02091613880000125
616,700,6,1,623,0.019416109599995936
617,700,6,0,649,0.015918799400000693
618,700,3,1,490,0.018365336599998727
619,700,3,0,721,0.015952719999998522
620,690,30,1,617,0.02151616360000048
621,690,30,0,67163,0.05746733820000145
622,690,27,1,664,0.021127766800000815
623,690,27,0,55969,0.04944722200000058
624,690,24,1,591,0.01875554399999828
625,690,24,0,22200,0.037549639399998114
626,690,21,1,633,0.020404209200000877
627,690,21,0,24475,0.038237941600002046
628,690,18,1,622,0.02018413239999859
629,690,18,0,10269,0.031106114400000707
630,690,15,1,603,0.019877922199998465
631,690,15,0,6493,0.02605426439999974
632,690,12,1,706,0.019333836599997767
633,690,12,0,3287,0.023277818000002524
634,690,9,1,642,0.01909242239999571
635,690,9,0,3408,0.021120824799999126
636,690,6,1,544,0.020516614199999596
637,690,6,0,2224,0.02015665080000133
638,690,3,1,754,0.02150545799999861
639,690,3,0,610,0.019719485199999554
640,680,30,1,562,0.025621901600001707
641,680,30,0,64907,0.07403244580000604
642,680,27,1,645,0.025520011400001864
643,680,27,0,59897,0.05603473219999557
644,680,24,1,675,0.02056224359999419
645,680,24,0,24046,0.040038114599997246
646,680,21,1,644,0.02089552380000157
647,680,21,0,18317,0.03962514019999901
648,680,18,1,616,0.02465373079999722
649,680,18,0,5956,0.03815183259999912
650,680,15,1,596,0.027142783999997276
651,680,15,0,12506,0.04109053560000007
652,680,12,1,552,0.021454149799998844
653,680,12,0,6468,0.025287185799999178
654,680,9,1,563,0.01951787659999695
655,680,9,0,4075,0.023737127999999073
656,680,6,1,706,0.021770688200001588
657,680,6,0,2262,0.023359351999997103
658,680,3,1,486,0.01999311739999996
659,680,3,0,670,0.01734235919999776
660,670,30,1,605,0.0201241820000007
661,670,30,0,75629,0.06737882139999556
662,670,27,1,664,0.02234367359999965
663,670,27,0,33658,0.04476247139999714
664,670,24,1,646,0.017939594200001352
665,670,24,0,29895,0.0363384668000009
666,670,21,1,602,0.018821405000002754
667,670,21,0,7857,0.030386305400000424
668,670,18,1,645,0.01931033139999556
669,670,18,0,2710,0.024962378200001467
670,670,15,1,575,0.01946582459999604
671,670,15,0,18936,0.0292485777999957
672,670,12,1,671,0.018089568799999255
673,670,12,0,1967,0.02140611279999689
674,670,9,1,613,0.01853519740000138
675,670,9,0,19420,0.022843512399995804
676,670,6,1,555,0.01760753179999881
677,670,6,0,2294,0.01829243719999738
678,670,3,1,506,0.017367069800002355
679,670,3,0,1016,0.014951472599997828
680,660,30,1,615,0.02066361440000435
681,660,30,0,62555,0.05189051319999862
682,660,27,1,604,0.018852896599995006
683,660,27,0,82839,0.05388762039999904
684,660,24,1,626,0.01766249919999723
685,660,24,0,14659,0.03222021799999482
686,660,21,1,614,0.02085463079999954
687,660,21,0,12951,0.040370016199997846
688,660,18,1,618,0.022475620600002345
689,660,18,0,28092,0.04037724320000109
690,660,15,1,605,0.02080519419999689
691,660,15,0,10016,0.0257855668000019
692,660,12,1,572,0.01689442299999655
693,660,12,0,6050,0.022355222999996725
694,660,9,1,585,0.017225453999998308
695,660,9,0,8672,0.019889159799996038
696,660,6,1,536,0.017584249000000794
697,660,6,0,2348,0.01749122780000221
698,660,3,1,451,0.016523705199998063
699,660,3,0,348,0.012749127000000726
700,650,30,1,525,0.019016755800001305
701,650,30,0,69157,0.054777830599999786
702,650,27,1,655,0.019920333799996116
703,650,27,0,19285,0.03822200339999995
704,650,24,1,619,0.017450476399997684
705,650,24,0,61380,0.04468713939999418
706,650,21,1,611,0.018674336400002288
707,650,21,0,14628,0.03184982700000205
708,650,18,1,556,0.017956609400005163
709,650,18,0,8323,0.026967424799997274
710,650,15,1,600,0.018075770799998735
711,650,15,0,26930,0.028026344599996377
712,650,12,1,605,0.01678706019999652
713,650,12,0,13784,0.023274688600002945
714,650,9,1,641,0.017197319800001765
715,650,9,0,5624,0.020292949200000975
