,m,n,kernel,n_iter,training_time
108,5050,18,1,4460,1.069115842400788
109,5050,18,0,103952,1.501046406000387
110,5050,15,1,4376,1.0806769902002997
111,5050,15,0,70557,1.4028314900009717
112,5050,12,1,4074,1.0039715808008622
113,5050,12,0,9754,0.9476204559992766
114,5050,9,1,3845,0.9934132343987585
115,5050,9,0,7167,0.8953507581987651
116,5050,6,1,3698,0.9527599141998507
117,5050,6,0,4466,0.7832691166004224
118,5050,3,1,3181,0.9253334318011184
119,5050,3,0,3734,0.8819747065994307
120,5040,30,1,4496,1.1510668737995728
121,5040,30,0,149378,2.11082913479986
122,5040,27,1,4385,1.1253391696001926
123,5040,27,0,143090,1.894044823999866
124,5040,24,1,4345,1.0631765864003682
125,5040,24,0,100604,1.7512145575994509
126,5040,21,1,4383,1.10264753320007
127,5040,21,0,64419,1.618453619399952
128,5040,18,1,4260,1.0538913699994736
129,5040,18,0,64320,1.4459572651983763
130,5040,15,1,4452,1.0692500390003261
131,5040,15,0,66062,1.3256400535989088
132,5040,12,1,4101,0.9620986946007178
133,5040,12,0,66704,1.1806628628000908
134,5040,9,1,4068,1.011690551799984
135,5040,9,0,14544,0.9943793504004134
136,5040,6,1,3635,0.9621359857992502
137,5040,6,0,11882,0.869852071999776
138,5040,3,1,3316,0.9386743642004148
139,5040,3,0,7032,0.8322672901987971
140,5030,30,1,4436,1.1457401522005966
141,5030,30,0,105286,2.0131277466003668
142,5030,27,1,4191,1.1189378914001282
143,5030,27,0,120070,1.9584695268007635
144,5030,24,1,4419,1.0941916905991094
145,5030,24,0,78821,1.7250231568003074
146,5030,21,1,4369,1.1048495187998923
147,5030,21,0,62956,1.5989701625992894
148,5030,18,1,4153,1.0532888795998587
149,5030,18,0,48256,1.476384320600482
150,5030,15,1,4156,1.078860735600756
151,5030,15,0,37771,1.396246146401245
152,5030,12,1,4139,1.0053267252005753
153,5030,12,0,10747,1.1112008322008478
154,5030,9,1,4048,0.9978085862006992
155,5030,9,0,7886,0.901716276199295
156,5030,6,1,3750,0.9627686940002604
157,5030,6,0,4875,0.7796644628004288
158,5030,3,1,3344,0.9463375298000756
159,5030,3,0,3666,0.7759871565998765
160,5020,30,1,4419,1.156132883400278
161,5020,30,0,98263,2.067155535400525
162,5020,27,1,4274,1.1234570259992325
163,5020,27,0,167758,1.9649310878005053
164,5020,24,1,4189,1.0464232937993074
165,5020,24,0,85215,1.7506410375994164
166,5020,21,1,4188,1.1109083249997638
167,5020,21,0,84177,1.6291510147995723
168,5020,18,1,4367,1.0594401201997243
169,5020,18,0,60959,1.4987240066002414
170,5020,15,1,4024,1.0491129410002031
171,5020,15,0,39098,1.3119141635994311
172,5020,12,1,4152,0.9905940466000175
173,5020,12,0,35243,1.1529942846005725
174,5020,9,1,3893,0.9900047019997146
175,5020,9,0,21790,0.9558169592011836
176,5020,6,1,3639,0.9469611393993546
177,5020,6,0,17252,0.9531102852000913
178,5020,3,1,3657,0.9206437239998195
179,5020,3,0,3589,0.7234679695997329
180,5010,30,1,4400,1.1411295178004366
181,5010,30,0,185116,2.0010879683992244
182,5010,27,1,4348,1.1206853859992407
183,5010,27,0,233314,1.9515343354003563
184,5010,24,1,4643,1.0903535953999381
185,5010,24,0,152100,1.801517986998806
186,5010,21,1,4442,1.095809261600516
187,5010,21,0,80036,1.598683232798794
188,5010,18,1,4330,1.053412938600377
189,5010,18,0,59256,1.4623936972013325
190,5010,15,1,4187,1.0592389652018028
191,5010,15,0,54303,1.3261916602008568
192,5010,12,1,4107,0.9538498696005263
193,5010,12,0,23995,1.1047026210006152
194,5010,9,1,4184,0.9924163155992574
195,5010,9,0,20612,1.0387207538005896
196,5010,6,1,3851,0.9601367241994012
197,5010,6,0,5533,0.9127931659997557
198,5010,3,1,3432,0.9219800676000887
199,5010,3,0,3680,0.7520160533997113
200,5000,30,1,4449,1.1525750943997992
201,5000,30,0,139968,2.0258998115990834
202,5000,27,1,4336,1.1273883185996965
203,5000,27,0,143930,1.897947241399379
204,5000,24,1,4193,1.0395387356009451
205,5000,24,0,65260,1.6805955160001758
206,5000,21,1,4157,1.0899395229993387
207,5000,21,0,94461,1.6061237617999722
208,5000,18,1,4335,1.0490160585999546
209,5000,18,0,56485,1.4599651066011574
210,5000,15,1,4187,1.0720944597997004
211,5000,15,0,36392,1.3370598613997573
212,5000,12,1,4234,0.9560791477997554
213,5000,12,0,40985,1.0973019295990525
214,5000,9,1,3872,0.9864557478002098
215,5000,9,0,18975,1.0359689866003463
216,5000,6,1,3933,0.9628714690006746
217,5000,6,0,22888,0.9520426527989911
218,5000,3,1,3521,0.9202864432001661
219,5000,3,0,10134,0.7946006630001647
220,4990,30,1,4341,1.143735129599372
221,4990,30,0,79466,2.0300026880009683
222,4990,27,1,4406,1.1257219756007544
223,4990,27,0,104943,1.8361953328007075
224,4990,24,1,4173,1.0696675306004182
225,4990,24,0,113496,1.728600786600873
226,4990,21,1,4270,1.0660595109999123
227,4990,21,0,55614,1.6188941181993868
228,4990,18,1,4060,1.0350989321996167
229,4990,18,0,45563,1.4312628858002427
230,4990,15,1,4074,1.0461916589993052
231,4990,15,0,38988,1.3549972753993642
232,4990,12,1,4021,1.0005146763993253
233,4990,12,0,9959,0.911664262800332
234,4990,9,1,3737,0.9829672063999169
235,4990,9,0,8010,0.9573448323993944
236,4990,6,1,3824,0.9491747798005236
237,4990,6,0,5568,0.901291983799456
238,4990,3,1,3539,0.9232461745996261
239,4990,3,0,3255,0.752421905000665
240,4980,30,1,4239,1.1408954488004384
241,4980,30,0,123882,1.9864255361993854
242,4980,27,1,4355,1.1100009868008782
243,4980,27,0,115816,1.8823924166004873
244,4980,24,1,4153,1.0326036377999117
245,4980,24,0,120658,1.7098034632006602
246,4980,21,1,4130,1.064356167599908
247,4980,21,0,82076,1.568559478399402
248,4980,18,1,4276,1.0597308065996913
249,4980,18,0,42078,1.4336377081992395
250,4980,15,1,4204,1.0653612476002308
251,4980,15,0,36727,1.2631120714002464
252,4980,12,1,4410,0.9483842380010173
253,4980,12,0,26598,1.1627798625988361
254,4980,9,1,4249,0.9901190203992882
255,4980,9,0,12607,1.0049084700011008
256,4980,6,1,3882,0.9290905053989263
257,4980,6,0,15837,0.9548675628007913
258,4980,3,1,3418,0.9143935289997899
259,4980,3,0,4739,0.8284597181998834
260,4970,30,1,4431,1.1479719461996865
261,4970,30,0,134211,2.0095348911992916
262,4970,27,1,4138,1.1021983555998305
263,4970,27,0,181089,1.9088465593995352
264,4970,24,1,4080,1.0349392359996272
265,4970,24,0,131993,1.6952337829985482
266,4970,21,1,4081,1.0645583234007063
267,4970,21,0,70621,1.5868314457999078
268,4970,18,1,4360,1.0450273550006386
269,4970,18,0,54585,1.4002409706001344
270,4970,15,1,4027,1.044362850800826
271,4970,15,0,53538,1.3284587358000863
272,4970,12,1,4315,0.9411050761991646
273,4970,12,0,9983,0.9140453284002433
274,4970,9,1,4131,0.9712175830012711
275,4970,9,0,39307,1.0289200094011903
276,4970,6,1,3731,0.9431447785987984
277,4970,6,0,24432,0.8922539635997964
278,4970,3,1,3285,0.9080511434003711
279,4970,3,0,6573,0.8310304256017844
280,4960,30,1,4257,1.1268676589999813
281,4960,30,0,122549,2.0143104014008713
282,4960,27,1,4301,1.098709654599952
283,4960,27,0,90422,1.824783949799894
284,4960,24,1,4374,1.0349581232010678
285,4960,24,0,62875,1.676042293599312
286,4960,21,1,4190,1.0675978480001505
287,4960,21,0,101196,1.6036922833991412
288,4960,18,1,4221,1.0353579573995375
289,4960,18,0,67959,1.4512279454000236
290,4960,15,1,4170,1.0447163615986939
291,4960,15,0,52747,1.3558867631996692
292,4960,12,1,4234,0.9491554875989096
293,4960,12,0,22898,1.1076693362003425
294,4960,9,1,4196,1.0119671751999704
295,4960,9,0,19893,0.967539148798096
296,4960,6,1,3700,0.9295794893994753
297,4960,6,0,9273,0.8342623223994451
298,4960,3,1,3268,0.9116401250008493
299,4960,3,0,4324,0.7670788978000929
300,4950,30,1,4204,1.1171388167989789
301,4950,30,0,93842,1.9661411412002052
302,4950,27,1,4235,1.115673795800103
303,4950,27,0,101528,1.9020081764007046
304,4950,24,1,4272,1.0580637585997466
305,4950,24,0,69522,1.7056032448002951
306,4950,21,1,4266,1.0759788260009373
307,4950,21,0,159068,1.660767119400407
308,4950,18,1,4337,1.0382674821994442
309,4950,18,0,85876,1.4137692502008576
310,4950,15,1,4428,1.0537033721993794
311,4950,15,0,12995,1.1733327378002287
312,4950,12,1,4213,0.9823881382006221
313,4950,12,0,30431,1.108172258400009
314,4950,9,1,3976,0.9928601815998264
315,4950,9,0,27884,1.0837449581995315
316,4950,6,1,3791,0.9374350477992266
317,4950,6,0,10965,0.8887912266007334
318,4950,3,1,3380,0.9172701940013213
319,4950,3,0,3050,0.7440060862005339
320,4940,30,1,4400,1.1344016466005997
321,4940,30,0,91511,1.9847279210000124
322,4940,27,1,4282,1.1057776315989032
323,4940,27,0,119845,1.855975585199485
324,4940,24,1,4310,1.0677060059992072
325,4940,24,0,86119,1.7015373738002382
326,4940,21,1,4533,1.0879644449996704
327,4940,21,0,67170,1.5497353111997654
328,4940,18,1,4360,1.0279851942003007
329,4940,18,0,52170,1.3757734788006928
330,4940,15,1,3927,1.0387823032004235
331,4940,15,0,36703,1.3586705268004153
332,4940,12,1,4057,0.9403705246004392
333,4940,12,0,24780,1.0471536552002363
334,4940,9,1,3764,0.9510863690004043
335,4940,9,0,19036,0.9133937598009652
336,4940,6,1,3927,0.9535188931993617
337,4940,6,0,10634,0.7993405549997987
338,4940,3,1,3483,0.9214525861985748
339,4940,3,0,2888,0.6802550226006133
340,4930,30,1,4360,1.1332090759999118
341,4930,30,0,104006,1.9603918639993936
342,4930,27,1,4416,1.09689170979982
343,4930,27,0,104698,1.8469148103999031
344,4930,24,1,4338,1.0354738702008035
345,4930,24,0,128229,1.6982882737989713
346,4930,21,1,4314,1.0661104847989917
347,4930,21,0,59448,1.5235808185992936
348,4930,18,1,4128,1.0316896595999423
349,4930,18,0,36889,1.4118760137993376
350,4930,15,1,4151,1.0212366482002835
351,4930,15,0,13697,1.2159762171992043
352,4930,12,1,3931,0.9337064033992647
353,4930,12,0,63229,1.1733640295999066
354,4930,9,1,4158,0.9792527025994786
355,4930,9,0,21403,1.052039939801034
356,4930,6,1,3716,0.9187973526008136
357,4930,6,0,16082,0.9191336185998807
358,4930,3,1,3377,0.8939457328007847
359,4930,3,0,5730,0.8402173345995834
360,4920,30,1,4368,1.1105901096001616
361,4920,30,0,103566,1.9858437190006952
362,4920,27,1,4332,1.0898193374014227
363,4920,27,0,103349,1.8509308865999627
364,4920,24,1,4382,1.0254800862006959
365,4920,24,0,94794,1.6918968863996269
366,4920,21,1,4309,1.0709187442000256
367,4920,21,0,76524,1.5781167619992629
368,4920,18,1,4318,1.0331164966002688
369,4920,18,0,42848,1.392773493200366
370,4920,15,1,4094,1.0455397252000693
371,4920,15,0,43370,1.2648496841997257
372,4920,12,1,4002,0.9569280185991375
373,4920,12,0,32235,1.0410314920023667
374,4920,9,1,3805,0.9444929479999701
375,4920,9,0,22276,1.005227031999675
376,4920,6,1,3823,0.9117972684005509
377,4920,6,0,12539,0.8138523974004783
378,4920,3,1,3038,0.8776530452014413
379,4920,3,0,4832,0.7838107596006012
380,4910,30,1,4250,1.1057737270013603
381,4910,30,0,94671,1.9391313236003043
382,4910,27,1,4403,1.0953186099999583
383,4910,27,0,143150,1.8206548257992836
384,4910,24,1,4290,1.0371045790008793
385,4910,24,0,98770,1.6700433185993462
386,4910,21,1,4135,1.0602126922000026
387,4910,21,0,63377,1.5011085910002293
388,4910,18,1,4331,1.013961209000263
389,4910,18,0,57583,1.4203947653993965
390,4910,15,1,4035,1.0191088840001612
391,4910,15,0,53178,1.2762296080007218
392,4910,12,1,4016,0.9588307045996771
393,4910,12,0,37882,1.038914865598781
394,4910,9,1,3667,0.9819347512006061
395,4910,9,0,15771,0.9917036617996928
396,4910,6,1,3751,0.9190277128000162
397,4910,6,0,12830,0.8185000066005159
398,4910,3,1,3202,0.8964172454012441
399,4910,3,0,2647,0.6557691935988259
400,4900,30,1,4255,1.1285946018004325
401,4900,30,0,185962,1.9801905529988288
402,4900,27,1,4129,1.0980035278007563
403,4900,27,0,108068,1.7941661192002356
404,4900,24,1,4346,1.060230727599992
405,4900,24,0,112273,1.703451901399967
406,4900,21,1,4030,1.0620390205978765
407,4900,21,0,63716,1.5785434199999144
408,4900,18,1,4305,1.0195062934006274
409,4900,18,0,85622,1.408249576799426
410,4900,15,1,4199,1.0354217095991771
411,4900,15,0,35905,1.2581371434003814
412,4900,12,1,4013,0.9589184650008974
413,4900,12,0,41714,1.0613475812002435
414,4900,9,1,3991,0.9718598831997951
415,4900,9,0,21802,1.0540300100008608
416,4900,6,1,3831,0.9218155663998914
417,4900,6,0,13831,0.8806658132001758
418,4900,3,1,3600,0.9138061758007098
419,4900,3,0,11168,0.7827525489999971
420,4890,30,1,4337,1.1194236759998604
421,4890,30,0,125558,1.9736693806022232
422,4890,27,1,4223,1.0905895377996786
423,4890,27,0,96864,1.8203796981993947
424,4890,24,1,4305,1.01333527740062
425,4890,24,0,105732,1.6224967419999303
426,4890,21,1,4106,1.0448276389994136
427,4890,21,0,83864,1.569469598199794
428,4890,18,1,4253,1.0212967778003077
429,4890,18,0,43712,1.461466081799881
430,4890,15,1,4171,1.0191400748008164
431,4890,15,0,41699,1.2889261233998695
432,4890,12,1,4017,0.9207203240010131
433,4890,12,0,10523,1.0128134796002997
434,4890,9,1,4012,0.9598049142005038
435,4890,9,0,17846,1.011164021199511
436,4890,6,1,3539,0.9138583191997895
437,4890,6,0,13866,0.8543185185997573
438,4890,3,1,3371,0.884676182599651
439,4890,3,0,3250,0.7166138259992294
440,4880,30,1,4045,1.1070334816009564
441,4880,30,0,131547,1.8889406677997613
442,4880,27,1,4354,1.0859321611998893
443,4880,27,0,129849,1.808045782201225
444,4880,24,1,4213,1.0521032135999122
445,4880,24,0,221671,1.6548270855986629
446,4880,21,1,4144,1.046598811401782
447,4880,21,0,85817,1.4924569634000364
448,4880,18,1,4208,1.0134890542001813
449,4880,18,0,41104,1.3133675552002386
450,4880,15,1,4060,1.0126939736008354
451,4880,15,0,21493,1.2624348746001488
452,4880,12,1,4184,0.9139445496002736
453,4880,12,0,11095,1.0739716744006729
454,4880,9,1,3901,0.9422883997991448
455,4880,9,0,37258,1.0008015315994272
456,4880,6,1,3668,0.9241065444002743
457,4880,6,0,9703,0.8841036171994346
458,4880,3,1,3340,0.8910914435997256
459,4880,3,0,3397,0.8095600070009823
460,4870,30,1,4340,1.1340701162007463
461,4870,30,0,123979,1.939823497999896
462,4870,27,1,4267,1.0691515135993541
463,4870,27,0,99938,1.728574541999842
464,4870,24,1,4159,1.0414863386016804
465,4870,24,0,95707,1.616817971200362
466,4870,21,1,4098,1.0426051581991487
467,4870,21,0,55814,1.4917813420004677
468,4870,18,1,4128,1.0219726746014204
469,4870,18,0,86699,1.3654736092008535
470,4870,15,1,4180,1.0212510477998875
471,4870,15,0,41181,1.243786093401286
472,4870,12,1,4099,0.9360695235998719
473,4870,12,0,31453,1.010757237800135
474,4870,9,1,4325,0.9891011737985537
475,4870,9,0,25603,1.013387286199577
476,4870,6,1,3900,0.9294200522002939
477,4870,6,0,13815,0.9021671697999409
478,4870,3,1,3437,0.8922332697999081
479,4870,3,0,3237,0.8065407549998781
480,4860,30,1,4190,1.0773695650001174
481,4860,30,0,91303,1.8987482035998255
482,4860,27,1,4019,1.0634028820008097
483,4860,27,0,130616,1.8591389133987832
484,4860,24,1,4100,1.026818222199654
485,4860,24,0,27821,1.5516559105999477
486,4860,21,1,4165,1.0510525726014748
487,4860,21,0,109102,1.4896467586004292
488,4860,18,1,4098,1.0101192422007443
489,4860,18,0,56839,1.3529235431997222
490,4860,15,1,3951,1.009620074599661
491,4860,15,0,54920,1.2457243406002818
492,4860,12,1,4155,0.9702335318012046
493,4860,12,0,47082,1.0600431112005027
494,4860,9,1,3770,0.9235487571997509
495,4860,9,0,17675,0.9270438346007722
496,4860,6,1,3568,0.901171529199928
497,4860,6,0,18106,0.8113554340001429
498,4860,3,1,3613,0.881685601000936
499,4860,3,0,4882,0.7781651193996367
500,4850,30,1,4168,1.0868774920003488
501,4850,30,0,121697,1.9306204918000731
502,4850,27,1,4247,1.0611657754001498
503,4850,27,0,106729,1.7662658661996828
504,4850,24,1,4260,1.001767192000989
505,4850,24,0,89624,1.642735862598056
506,4850,21,1,4158,1.0382241961997352
507,4850,21,0,56599,1.5070850010008143
508,4850,18,1,4094,1.0075155179998547
509,4850,18,0,71027,1.3392739834001985
510,4850,15,1,4170,1.0211031632003142
511,4850,15,0,42963,1.236304985798779
512,4850,12,1,4116,0.9483322836007574
513,4850,12,0,34729,1.080115207599738
514,4850,9,1,3817,0.9378712112003995
515,4850,9,0,20949,1.0345226654004365
516,4850,6,1,4077,0.9051924539999163
517,4850,6,0,9863,0.8311390654002025
518,4850,3,1,3455,0.8730341772003157
519,4850,3,0,8781,0.8541089731996181
520,4840,30,1,4204,1.0890571024006932
521,4840,30,0,87176,1.8622728901988013
522,4840,27,1,4372,1.0782283715998346
523,4840,27,0,116104,1.7642939014003787
524,4840,24,1,4195,1.0007582876001835
525,4840,24,0,76251,1.6023023895999358
526,4840,21,1,4161,1.0525836061999143
527,4840,21,0,60359,1.5554085796007713
528,4840,18,1,4344,1.0322285424001165
529,4840,18,0,75888,1.404580083800829
530,4840,15,1,4055,1.0101709607995872
531,4840,15,0,53300,1.2367931670007237
532,4840,12,1,4120,0.9094443756002875
533,4840,12,0,56504,1.1015370632005215
534,4840,9,1,3637,0.9465278215997387
535,4840,9,0,26383,0.9726291080005467
536,4840,6,1,3692,0.8882726989992079
537,4840,6,0,10881,0.759804073000123
538,4840,3,1,3484,0.856785707801464
539,4840,3,0,3353,0.7303744646000269
540,4830,30,1,4135,1.0832639423999353
541,4830,30,0,165663,1.963161079199199
542,4830,27,1,4140,1.056446917798894
543,4830,27,0,156986,1.7688466070001596
544,4830,24,1,4103,1.0277398893995269
545,4830,24,0,111172,1.6211432034004247
546,4830,21,1,4063,1.0240046506005456
547,4830,21,0,58794,1.4408662775997072
548,4830,18,1,3989,0.977823363598145
549,4830,18,0,46390,1.3992128222002065
550,4830,15,1,4116,1.0110441135999282
551,4830,15,0,49505,1.2270734885998535
552,4830,12,1,4226,0.9427959754000768
553,4830,12,0,25830,1.0161567995994119
554,4830,9,1,4025,0.9318048920002184
555,4830,9,0,18131,0.9651607171996147
556,4830,6,1,3892,0.9315333353988535
557,4830,6,0,12322,0.7960058049997315
558,4830,3,1,3365,0.8684976820004522
559,4830,3,0,4594,0.6989004258000933
560,4820,30,1,4044,1.0700132970006961
561,4820,30,0,120435,1.9189807432019734
562,4820,27,1,4059,1.0527086094007245
563,4820,27,0,170334,1.7725992461993882
564,4820,24,1,4102,1.00847142240018
565,4820,24,0,134152,1.6444869700004348
566,4820,21,1,4182,1.0363584300001094
567,4820,21,0,78231,1.5025922692002496
568,4820,18,1,4287,1.0167748474006657
569,4820,18,0,58162,1.308609991598496
570,4820,15,1,4295,1.01023816740053
571,4820,15,0,66221,1.2174373431989807
572,4820,12,1,3989,0.9083491869998397
573,4820,12,0,35893,1.0814605646002746
574,4820,9,1,3961,0.9396067161993414
575,4820,9,0,7571,0.824833679600124
576,4820,6,1,3825,0.8859101652000391
577,4820,6,0,4001,0.8044635172002017
578,4820,3,1,3819,0.8866815043991665
579,4820,3,0,2717,0.6464055098003882
580,4810,30,1,4181,1.0805759669994586
581,4810,30,0,86942,1.8353137120007887
582,4810,27,1,4097,1.0461793871996634
583,4810,27,0,116497,1.7703011263998634
584,4810,24,1,4031,1.0163346085995726
585,4810,24,0,106366,1.6219239286001539
586,4810,21,1,4252,1.0143949476005218
587,4810,21,0,69866,1.4762470611989555
588,4810,18,1,4142,0.9700092569990375
589,4810,18,0,41713,1.3501489473994297
590,4810,15,1,4167,1.004145591401175
591,4810,15,0,48502,1.2309107476001373
592,4810,12,1,4086,0.9256210939995071
593,4810,12,0,40775,1.1388461635993736
594,4810,9,1,3821,0.9312907529994845
595,4810,9,0,7157,0.8714655761992617
596,4810,6,1,3652,0.8890278944003512
597,4810,6,0,10907,0.83786084119929
598,4810,3,1,3257,0.8544779446005123
599,4810,3,0,4318,0.7594707823998761
600,4800,30,1,4091,1.0663626096007648
601,4800,30,0,137228,1.8812069230007182
602,4800,27,1,4157,1.0584231600005296
603,4800,27,0,105172,1.7529392443997494
604,4800,24,1,4215,0.9868150602000242
605,4800,24,0,81546,1.6124767644003442
606,4800,21,1,4033,1.0239093161988422
607,4800,21,0,79777,1.4879001982000772
608,4800,18,1,4073,0.9842800429993076
609,4800,18,0,84522,1.3842765398003394
610,4800,15,1,3864,0.9851182639999024
611,4800,15,0,62532,1.2623977777999245
612,4800,12,1,3957,0.8999906782002653
613,4800,12,0,29110,1.0066434436004783
614,4800,9,1,3743,0.9522746664006263
615,4800,9,0,24750,0.9710963434001314
616,4800,6,1,3660,0.8839953795999463
617,4800,6,0,13381,0.7499660244000552
618,4800,3,1,3408,0.84925298419912
619,4800,3,0,5094,0.8096258749996196
620,4790,30,1,4168,1.075194492200535
621,4790,30,0,124083,1.9084874062005839
622,4790,27,1,4081,1.0512286303994187
623,4790,27,0,90262,1.7537775970005895
624,4790,24,1,4095,0.9771317904000171
625,4790,24,0,85962,1.5684324198002286
626,4790,21,1,4108,1.011464397599775
627,4790,21,0,95028,1.4951121931990201
628,4790,18,1,4322,0.9952550607995363
629,4790,18,0,76110,1.331603550199361
630,4790,15,1,3922,0.9873529673990561
631,4790,15,0,26743,1.1481460729999526
632,4790,12,1,4035,0.8892091969988541
633,4790,12,0,8854,0.8160048424004345
634,4790,9,1,4000,0.9524920231990108
635,4790,9,0,21071,0.9629490925995924
636,4790,6,1,3483,0.8607016948000819
637,4790,6,0,14293,0.7703480544005288
638,4790,3,1,3147,0.8466762615993503
639,4790,3,0,3232,0.7323092286016617
640,4780,30,1,4046,1.065386233999743
641,4780,30,0,186355,1.903354863399727
642,4780,27,1,4063,1.0472458388008818
643,4780,27,0,33811,1.6767359105986543
644,4780,24,1,4172,0.9906921848007186
645,4780,24,0,146953,1.5693338661985763
646,4780,21,1,4109,1.0053579336010443
647,4780,21,0,61728,1.4227848798007472
648,4780,18,1,4001,0.971468757999537
649,4780,18,0,42877,1.277966803000163
650,4780,15,1,4109,0.9903288806010095
651,4780,15,0,34204,1.2227666427999793
652,4780,12,1,4129,0.8899089475999062
653,4780,12,0,18421,1.0040297712010215
654,4780,9,1,3935,0.9268547496001702
655,4780,9,0,22344,0.9567664157992113
656,4780,6,1,3502,0.8609830269990197
657,4780,6,0,10812,0.7581099737995828
658,4780,3,1,3146,0.8410814394010231
659,4780,3,0,3232,0.7929776674005552
660,4770,30,1,4245,1.0663524682000571
661,4770,30,0,137751,1.8436951466013851
662,4770,27,1,4006,1.036393336600304
663,4770,27,0,107638,1.7194378394000522
664,4770,24,1,4053,1.011982664000243
665,4770,24,0,91756,1.5605494091993024
666,4770,21,1,4063,1.0106507710006554
667,4770,21,0,65137,1.5329449231983745
668,4770,18,1,4158,0.9897316091999528
669,4770,18,0,58930,1.28285677879976
